employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason
00-83866174,Cindy,Yulianti,Female,Jawa Barat,Bekasi,2018-11-24,Operations,Inventory Specialist,Bachelor,0,LinkedIn,8983235,Good,No,1963-02-15,,
00-85898994,Calista,Purnawati,Female,Jawa Barat,Bandung,2023-11-01,IT,IT Support Specialist,Bachelor,0,Indeed,5002408,Good,No,2002-10-21,,
00-29408873,Hasta,Prakasa,Male,Jawa Barat,Bogor,2017-07-09,Customer Service,Support Specialist,Bachelor,11,LinkedIn,5720463,Good,No,1976-01-23,,
00-66315301,Umar,Sitompul,Male,Jawa Barat,Bandung,2018-04-13,HR,HR Assistant,Bachelor,0,Jobstreet,9063236,Good,No,1967-05-11,,
00-69895766,Bakijan,Sinaga,Male,Jawa Barat,Bandung,2017-07-31,Finance,Financial Analyst,PhD,0,Other,20329221,Good,Yes,1969-01-17,,
00-27659164,Harsanto,Iswahyudi,Male,Jawa Timur,Blitar,2024-05-24,Sales,Sales Consultant,PhD,0,Company Website,27102838,Good,No,1962-07-27,,
00-43971980,Timbul,Nainggolan,Male,Jawa Barat,Bekasi,2015-05-24,Sales,Sales Representative,Bachelor,0,Other,13057487,Good,No,1992-07-20,,
00-76926628,Cengkir,Prasetyo,Male,Bali,Ubud,2020-01-18,Operations,Inventory Specialist,Bachelor,13,Other,9133791,Excellent,Yes,1994-07-29,,
00-76231992,Hani,Usada,Female,Bali,Ubud,2017-06-30,IT,IT Support Specialist,Bachelor,8,Company Website,5179528,Good,Yes,1961-01-04,,
00-73848982,Eluh,Kusumo,Male,Jawa Barat,Bogor,2019-11-22,Customer Service,Help Desk Technician,Bachelor,0,Job Fair,7703864,Excellent,No,1961-01-22,,
00-90693921,Embuh,Suryono,Male,Jawa Barat,Bekasi,2021-01-24,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,16674531,Satisfactory,No,1971-06-09,,
00-47327686,Cakrawangsa,Waluyo,Male,Jawa Barat,Bekasi,2021-09-28,IT,System Administrator,Master,9,Indeed,13477961,Good,No,1966-10-12,,
00-37868647,Salwa,Hariyah,Female,Jawa Tengah,Solo,2015-02-03,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,6668603,Satisfactory,No,1979-03-18,,
00-97681338,Mulyono,Natsir,Male,Jawa Tengah,Semarang,2018-11-10,IT,IT Manager,PhD,0,Job Fair,30891093,Satisfactory,No,1976-03-13,,
00-14352961,Kemba,Putra,Male,Jawa Barat,Bandung,2022-10-21,Finance,Finance Manager,Master,0,Company Website,65642693,Good,Yes,1973-02-27,,
00-54440977,Rini,Nuraini,Female,Jawa Barat,Bandung,2024-08-02,Operations,Logistics Coordinator,Bachelor,11,Jobstreet,4834080,Excellent,No,1990-12-13,,
00-65963010,Almira,Sudiati,Female,Banten,Tangerang,2024-11-13,Operations,Operations Analyst,Bachelor,0,Other,15769738,Excellent,No,1987-06-20,,
00-48168910,Karman,Pranowo,Male,Jawa Barat,Bandung,2021-07-27,Marketing,Marketing Coordinator,Bachelor,10,Other,9715943,Good,Yes,1997-01-24,,
00-89855385,Mahfud,Prakasa,Male,Jawa Barat,Bandung,2020-08-10,Customer Service,Customer Service Representative,High School,17,LinkedIn,10188316,Needs Improvement,No,1992-05-19,,
00-71114408,Teguh,Lazuardi,Male,Sumatera Utara,Medan,2022-07-04,Operations,Inventory Specialist,High School,0,Other,9202735,Excellent,Yes,1970-07-24,,
00-22499198,Eja,Gunarto,Male,Jawa Barat,Bandung,2022-06-03,Customer Service,Support Specialist,High School,12,Jobstreet,7252375,Needs Improvement,No,1998-12-10,,
00-60860378,Unggul,Tamba,Male,Jawa Barat,Bekasi,2023-01-14,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,5152821,Good,No,1987-07-03,,
00-83882978,Olivia,Wulandari,Female,Jawa Barat,Bogor,2016-11-06,Customer Service,Support Specialist,Bachelor,0,Indeed,4611066,Needs Improvement,Yes,1983-12-24,,
00-26377680,Kenzie,Sirait,Male,Jawa Barat,Bekasi,2022-08-29,Operations,Inventory Specialist,High School,0,Jobstreet,6069420,Satisfactory,No,1972-05-05,,
00-80739820,Cakrajiya,Halim,Male,Jawa Barat,Bekasi,2019-10-22,Sales,Sales Manager,Master,4,Other,31361371,Good,No,1971-03-08,,
00-38058347,Ikin,Irawan,Male,Jawa Barat,Bandung,2021-03-06,Operations,Operations Analyst,Master,0,Indeed,11605183,Satisfactory,No,1982-02-08,,
00-94420078,Gabriella,Melani,Female,Jawa Barat,Bandung,2020-02-19,Marketing,Content Creator,Bachelor,15,LinkedIn,10102037,Good,No,1981-10-01,,
00-91171931,Artanto,Prabowo,Male,Jakarta,Jakarta Timur,2024-01-31,Finance,Financial Analyst,Bachelor,0,LinkedIn,27803658,Good,Yes,1991-01-23,,
00-67318164,Mahmud,Pratama,Male,Banten,Cilegon,2021-03-20,Customer Service,Support Specialist,High School,0,Company Website,5743391,Good,No,1966-06-06,,
00-80516816,Ridwan,Sihotang,Male,Jawa Barat,Bandung,2020-02-27,Operations,Operations Analyst,Master,0,Jobstreet,11184283,Good,No,1965-05-20,,
00-27409802,Zahra,Palastri,Female,Jakarta,Jakarta Timur,2021-05-05,IT,IT Support Specialist,High School,0,Jobstreet,7002280,Satisfactory,Yes,1978-02-21,,
00-94806492,Viktor,Utama,Male,Banten,Cilegon,2020-12-21,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8599969,Good,No,1996-12-01,,
00-41235369,Respati,Firmansyah,Male,Jawa Barat,Bekasi,2022-02-03,IT,IT Support Specialist,Bachelor,0,Indeed,6715143,Satisfactory,Yes,1976-03-22,,
00-25865493,Kayla,Suryatmi,Female,Jawa Barat,Bandung,2015-08-03,IT,Software Developer,Master,0,LinkedIn,16882920,Good,No,1987-12-10,,
00-25827722,Jane,Puspasari,Female,Jawa Barat,Bogor,2022-07-21,Customer Service,Customer Service Representative,Bachelor,6,Other,8372254,Satisfactory,No,1985-11-17,,
00-92585240,Jagapati,Ardianto,Male,Jawa Barat,Bogor,2024-11-01,Sales,Sales Specialist,PhD,0,Jobstreet,16463681,Good,No,1969-08-22,,
00-54800838,Naradi,Saragih,Male,Banten,Tangerang,2018-08-17,IT,Software Developer,Master,0,LinkedIn,21751498,Good,No,2000-12-02,,
00-11516293,Putri,Oktaviani,Female,Jawa Barat,Bekasi,2021-02-13,Sales,Sales Specialist,PhD,0,Jobstreet,14507344,Good,No,1985-02-24,,
00-44147341,Lidya,Lestari,Female,Sumatera Utara,Binjai,2023-02-27,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,6327386,Needs Improvement,Yes,1975-11-19,,
00-78006730,Kasim,Sihombing,Male,Jawa Barat,Bogor,2020-08-14,Marketing,Marketing Manager,Bachelor,0,Other,26606644,Excellent,No,1983-03-15,,
00-54732472,Vanya,Hariyah,Female,Jawa Timur,Surabaya,2018-12-26,Sales,Sales Specialist,Master,10,Indeed,14685891,Satisfactory,No,1965-09-05,,
00-92677226,Cici,Hariyah,Female,Jawa Barat,Bogor,2024-11-01,IT,Software Developer,Bachelor,0,LinkedIn,30560510,Good,No,1988-08-16,,
00-54360949,Edison,Santoso,Male,Jawa Barat,Bandung,2023-12-08,IT,Software Developer,Master,0,Indeed,19189098,Good,No,1986-11-12,,
00-73686372,Gangsar,Putra,Male,Jawa Barat,Bekasi,2023-04-13,Marketing,Content Creator,Bachelor,10,Other,13824882,Good,No,2002-11-01,,
00-74625235,Harjo,Simbolon,Male,Jawa Barat,Bekasi,2017-07-08,Operations,Logistics Coordinator,Bachelor,5,Company Website,7576474,Good,Yes,1980-01-20,,
00-82070563,Queen,Yulianti,Female,Jawa Barat,Bogor,2023-01-15,Operations,Operations Analyst,Master,0,LinkedIn,22899151,Needs Improvement,No,1990-11-24,,
00-65559839,Cawuk,Mandala,Male,Jawa Barat,Bandung,2024-06-05,Marketing,Content Creator,High School,0,Jobstreet,9467021,Good,No,1983-01-05,,
00-79937264,Dinda,Susanti,Female,Jawa Barat,Bekasi,2017-01-16,IT,Software Developer,Bachelor,7,Other,19463803,Satisfactory,No,1982-12-21,,
00-52346074,Lala,Prastuti,Female,Jawa Barat,Bandung,2020-09-25,Operations,Operations Analyst,Bachelor,0,Company Website,21098445,Excellent,No,1988-07-29,,
00-87496999,Dasa,Dongoran,Male,Jawa Barat,Bogor,2022-10-17,Customer Service,Support Specialist,High School,19,LinkedIn,5519086,Satisfactory,No,1990-03-06,,
00-30039365,Nabila,Pudjiastuti,Female,Jawa Barat,Bandung,2017-12-15,Marketing,SEO Specialist,Bachelor,0,Jobstreet,18603279,Satisfactory,No,1975-06-13,,
00-60363964,Hardana,Anggriawan,Male,Jawa Barat,Bogor,2021-05-12,Finance,Financial Analyst,Master,0,Job Fair,24925259,Good,Yes,1996-11-20,,
00-91294213,Rendy,Widodo,Male,Jawa Barat,Bekasi,2018-04-28,Sales,Sales Specialist,PhD,0,LinkedIn,17820071,Satisfactory,No,1993-09-20,,
00-51376831,Galang,Mandala,Male,Jawa Barat,Bogor,2022-11-24,Customer Service,Help Desk Technician,High School,11,Job Fair,5090239,Satisfactory,No,2003-08-15,,
00-14245067,Nurul,Hariyah,Female,Sumatera Utara,Binjai,2017-12-04,Sales,Sales Consultant,Bachelor,0,Indeed,22568493,Satisfactory,No,2003-07-11,,
00-41895802,Ghaliyati,Laksmiwati,Female,Sulawesi Selatan,Gowa,2018-04-27,Sales,Sales Specialist,Master,0,LinkedIn,15534354,Satisfactory,No,1972-02-08,,
00-80477785,Uli,Usada,Female,Jawa Barat,Bandung,2018-10-28,HR,HR Coordinator,Bachelor,9,Jobstreet,18819965,Good,No,1990-06-09,,
00-15019076,Rudi,Marpaung,Male,Jawa Barat,Bekasi,2023-04-15,Operations,Operations Manager,Bachelor,0,Jobstreet,27107340,Satisfactory,No,1993-05-01,,
00-77913458,Titi,Oktaviani,Female,Jawa Barat,Bogor,2015-08-23,Customer Service,Help Desk Technician,High School,20,LinkedIn,5248225,Excellent,No,1998-06-25,,
00-30679969,Mariadi,Gunawan,Male,Sumatera Utara,Medan,2017-03-14,Sales,Sales Representative,Bachelor,0,Jobstreet,6166015,Good,No,1984-01-30,,
00-80280155,Maimunah,Nurdiyanti,Female,Jawa Barat,Bandung,2018-12-21,Operations,Inventory Specialist,Bachelor,8,Company Website,5831404,Good,Yes,1995-01-09,,
00-23187101,Ridwan,Putra,Male,Jawa Barat,Bekasi,2023-10-15,Sales,Sales Specialist,PhD,0,Other,14106472,Good,Yes,1962-06-16,,
00-27812995,Jayeng,Wibowo,Male,Jawa Barat,Bogor,2017-07-20,IT,Software Developer,Bachelor,0,LinkedIn,21767936,Excellent,No,1972-11-25,,
00-62021209,Taswir,Nashiruddin,Male,Jakarta,Jakarta Barat,2022-11-15,Operations,Logistics Coordinator,Bachelor,12,Jobstreet,9775266,Good,Yes,1986-11-06,,
00-10551617,Asman,Rajasa,Male,Jawa Barat,Bekasi,2018-11-04,Operations,Operations Analyst,Bachelor,0,Indeed,21826047,Excellent,No,1965-06-18,,
00-89763928,Capa,Firmansyah,Male,Jawa Barat,Bandung,2023-05-01,Sales,Sales Representative,Bachelor,0,Company Website,10108271,Excellent,No,1994-04-15,,
00-16192775,Titin,Widiastuti,Female,Sumatera Utara,Binjai,2016-06-05,Operations,Operations Analyst,Master,0,Other,13659229,Good,Yes,1974-08-24,,
00-51940463,Diana,Wastuti,Female,Jawa Barat,Bandung,2015-12-08,Operations,Inventory Specialist,High School,0,Company Website,7412607,Good,No,2000-04-14,,
00-38165011,Kairav,Budiman,Male,Jawa Barat,Bandung,2018-03-09,IT,Software Developer,Master,0,Indeed,27612066,Good,No,2001-06-02,,
00-47131272,Dadi,Januar,Male,Jawa Barat,Bekasi,2020-11-21,Sales,Sales Consultant,Bachelor,10,Jobstreet,28824904,Satisfactory,No,1979-09-07,,
00-25790828,Asmianto,Maheswara,Male,Jawa Barat,Bandung,2017-01-13,Finance,Accountant,Bachelor,0,LinkedIn,16602316,Satisfactory,Yes,1999-10-13,,
00-25362614,Jaga,Dongoran,Male,Jawa Barat,Bandung,2015-12-23,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9948720,Good,No,1983-04-23,,
00-78996054,Gatra,Thamrin,Male,Banten,Serang,2016-03-18,Operations,Operations Analyst,Bachelor,0,Jobstreet,14585218,Satisfactory,Yes,1989-07-10,,
00-83734610,Endra,Nashiruddin,Male,Jakarta,Jakarta Pusat,2018-11-16,Customer Service,Help Desk Technician,High School,19,LinkedIn,5088293,Good,Yes,2000-04-06,,
00-48019546,Jaiman,Ramadan,Male,Jawa Barat,Bogor,2020-06-03,IT,Software Developer,Master,7,Jobstreet,23270642,Needs Improvement,Yes,1998-05-16,,
00-51792388,Makara,Halim,Male,Jawa Barat,Bogor,2021-09-22,Operations,Inventory Specialist,High School,0,LinkedIn,7304276,Good,Yes,1996-06-20,,
00-69545378,Among,Lazuardi,Male,Jawa Barat,Bandung,2016-05-24,Marketing,SEO Specialist,Bachelor,12,Jobstreet,23560217,Good,No,1973-05-25,,
00-16772091,Nurul,Uyainah,Female,Jawa Barat,Bogor,2016-03-09,Operations,Inventory Specialist,Bachelor,0,Job Fair,6377565,Good,No,1998-11-05,,
00-67239263,Yosef,Prakasa,Male,Jawa Barat,Bandung,2019-08-16,Sales,Sales Representative,Bachelor,0,Other,14098635,Good,Yes,1977-07-12,,
00-89558393,Kusuma,Natsir,Male,Jawa Barat,Bogor,2021-05-14,Finance,Financial Analyst,Master,0,Company Website,22953682,Satisfactory,No,1994-05-27,,
00-69839130,Carub,Mustofa,Male,Jawa Barat,Bogor,2021-10-18,Operations,Inventory Specialist,High School,20,Jobstreet,5829396,Satisfactory,No,2002-09-24,,
00-36594858,Radika,Situmorang,Male,Sumatera Utara,Medan,2022-02-05,Operations,Inventory Specialist,High School,0,Company Website,7391317,Good,Yes,1991-03-05,,
00-81603135,Edi,Budiman,Male,Jawa Barat,Bogor,2016-05-30,Sales,Sales Consultant,Bachelor,0,LinkedIn,23345807,Satisfactory,No,1980-11-24,,
00-27689263,Alika,Lailasari,Female,Sulawesi Selatan,Makassar,2016-11-27,Customer Service,Customer Service Manager,Bachelor,8,Jobstreet,18659471,Needs Improvement,No,1982-06-03,,
00-23054418,Kenzie,Wibisono,Male,Jawa Barat,Bogor,2019-03-25,Operations,Operations Analyst,Master,0,Other,19359708,Satisfactory,No,1980-12-30,,
00-72464469,Sabri,Kusumo,Male,Sulawesi Selatan,Pare-Pare,2019-09-09,Marketing,SEO Specialist,Bachelor,8,Company Website,15154361,Good,Yes,1978-07-06,,
00-92804565,Darmanto,Sirait,Male,Jawa Barat,Bekasi,2017-03-22,Marketing,SEO Specialist,Bachelor,0,LinkedIn,22663193,Satisfactory,No,1989-01-26,,
00-34609232,Hasna,Safitri,Female,Jawa Barat,Bekasi,2022-07-19,Customer Service,Customer Service Representative,High School,11,Job Fair,5752358,Needs Improvement,Yes,2002-09-15,,
00-53588695,Ayu,Andriani,Female,Jawa Barat,Bandung,2019-07-04,Sales,Sales Representative,Bachelor,9,LinkedIn,13325472,Satisfactory,No,1982-08-12,,
00-73798298,Viktor,Haryanto,Male,Sulawesi Selatan,Pare-Pare,2016-09-08,Operations,Inventory Specialist,High School,0,Indeed,8786618,Good,No,1985-07-01,,
00-32924595,Cawuk,Salahudin,Male,Sulawesi Selatan,Makassar,2017-11-08,Customer Service,Customer Service Representative,High School,10,Company Website,6383838,Good,No,1994-10-30,,
00-87132010,Ajeng,Novitasari,Female,Jawa Barat,Bekasi,2016-04-08,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,4904194,Good,No,1983-06-10,,
00-24358786,Rachel,Purnawati,Female,Jawa Barat,Bandung,2018-10-04,Operations,Logistics Coordinator,Bachelor,10,Other,11127717,Needs Improvement,Yes,1979-05-19,,
00-50549608,Nyana,Sinaga,Male,Jawa Barat,Bandung,2020-04-16,Finance,Financial Analyst,Master,0,Jobstreet,26833631,Good,Yes,1989-05-07,,
00-65491233,Indra,Nainggolan,Male,Jawa Barat,Bogor,2017-11-27,Operations,Inventory Specialist,High School,15,Other,7420944,Good,Yes,1989-06-20,,
00-31343341,Kamaria,Yuniar,Female,Jawa Barat,Bandung,2024-04-07,HR,HR Coordinator,Bachelor,11,Job Fair,20149431,Satisfactory,No,1996-02-22,,
00-55729880,Gasti,Yuliarti,Female,Jawa Barat,Bandung,2017-04-28,Sales,Sales Manager,Master,0,Indeed,30091121,Excellent,No,1988-01-08,,
00-67867771,Shania,Wulandari,Female,Jawa Barat,Bogor,2023-11-17,Sales,Sales Consultant,Bachelor,0,Other,23190804,Good,No,1979-12-22,,
00-55929418,Leo,Napitupulu,Male,Jawa Barat,Bogor,2020-08-14,Sales,Sales Representative,Bachelor,0,Company Website,18014139,Good,No,1970-12-15,,
00-98934311,Ciaobella,Agustina,Female,Jawa Barat,Bekasi,2022-07-18,Customer Service,Help Desk Technician,High School,19,LinkedIn,6104342,Good,Yes,1982-05-03,,
00-87066247,Mujur,Nashiruddin,Male,Jawa Barat,Bogor,2023-08-07,Customer Service,Support Specialist,Bachelor,0,LinkedIn,7235052,Good,Yes,1986-02-06,,
00-90003898,Septi,Puspita,Female,Jawa Barat,Bandung,2019-04-26,Operations,Operations Analyst,Bachelor,0,Other,19971757,Needs Improvement,No,1997-08-06,,
00-69755911,Mahdi,Habibi,Male,Jawa Barat,Bogor,2017-07-07,Customer Service,Support Specialist,Bachelor,10,Other,7386831,Good,Yes,1974-12-29,,
00-90296988,Atma,Narpati,Male,Bali,Ubud,2016-04-17,IT,Software Developer,Bachelor,0,Job Fair,20864202,Good,Yes,1998-09-07,,
00-60856575,Suci,Permata,Female,Jawa Barat,Bogor,2018-12-01,Customer Service,Support Specialist,High School,19,LinkedIn,7024546,Good,Yes,1996-11-19,,
00-18252004,Enteng,Mustofa,Male,Jawa Barat,Bandung,2016-09-11,Sales,Sales Consultant,Master,0,Jobstreet,19576126,Good,Yes,1971-07-04,,
00-95380301,Narji,Simbolon,Male,Jawa Barat,Bekasi,2023-04-27,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13805992,Satisfactory,No,1988-01-15,,
00-30027490,Dacin,Hutagalung,Male,Sulawesi Selatan,Gowa,2019-07-20,Customer Service,Customer Service Representative,Bachelor,0,Jobstreet,9735551,Good,No,2002-03-26,,
00-92620697,Vanesa,Nasyidah,Female,Jawa Barat,Bandung,2020-12-15,Sales,Sales Specialist,Master,0,Jobstreet,11605524,Good,No,1984-12-09,,
00-52493026,Amelia,Susanti,Female,Jawa Barat,Bandung,2017-09-14,Finance,Financial Analyst,PhD,0,Other,27844408,Satisfactory,No,1963-09-08,,
00-68348074,Jamalia,Laksmiwati,Female,Jawa Barat,Bogor,2022-10-08,Sales,Sales Representative,Bachelor,0,Other,6249853,Excellent,Yes,1973-02-16,,
00-88212291,Akarsana,Simbolon,Male,Jawa Barat,Bekasi,2015-07-13,Sales,Sales Consultant,Bachelor,0,Jobstreet,21184601,Good,No,1996-06-12,,
00-27120235,Ega,Mustofa,Male,Jawa Barat,Bekasi,2023-12-19,Customer Service,Customer Service Representative,High School,17,Jobstreet,9353448,Satisfactory,No,1992-10-20,,
00-83670115,Lili,Susanti,Female,Jawa Barat,Bogor,2024-05-30,Operations,Inventory Specialist,High School,0,LinkedIn,7429817,Satisfactory,Yes,1988-02-16,,
00-85165988,Okto,Budiyanto,Male,Jawa Barat,Bandung,2023-08-15,IT,IT Manager,PhD,0,Jobstreet,32980688,Satisfactory,Yes,1963-04-22,,
00-47877483,Nugraha,Suwarno,Male,Jawa Barat,Bogor,2023-11-13,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8947804,Satisfactory,No,1980-12-28,,
00-89210454,Dadap,Narpati,Male,Jawa Barat,Bekasi,2019-10-10,Finance,Financial Analyst,Master,0,Jobstreet,21974126,Satisfactory,No,1960-12-24,,
00-61377152,Nasab,Kusumo,Male,Banten,Cilegon,2019-09-24,Marketing,Content Creator,High School,0,Indeed,10729431,Good,No,1974-01-01,,
00-38348941,Kasusra,Simanjuntak,Male,Bali,Kuta,2022-11-01,Customer Service,Help Desk Technician,High School,0,Job Fair,6673734,Excellent,No,1965-01-07,,
00-35263378,Nabila,Rahayu,Female,Jawa Barat,Bekasi,2020-07-16,Operations,Inventory Specialist,Bachelor,0,Jobstreet,6630906,Good,Yes,1996-12-15,,
00-66000400,Eja,Hutasoit,Male,Sulawesi Selatan,Gowa,2017-11-23,IT,IT Support Specialist,Bachelor,0,LinkedIn,7659153,Needs Improvement,Yes,1998-08-10,,
00-28022414,Maryadi,Setiawan,Male,Jawa Barat,Bogor,2015-03-12,Marketing,Marketing Coordinator,Bachelor,8,Other,10969529,Excellent,No,1961-10-11,,
00-29326800,Emil,Hardiansyah,Male,Bali,Ubud,2022-07-02,Sales,Sales Manager,PhD,0,Job Fair,23782024,Good,Yes,1968-08-07,,
00-68617594,Cagak,Uwais,Male,Jawa Barat,Bandung,2024-04-10,Customer Service,Support Specialist,High School,0,LinkedIn,4845340,Satisfactory,Yes,2004-06-21,,
00-28417392,Olga,Waskita,Male,Jawa Barat,Bekasi,2021-08-06,Operations,Inventory Specialist,Bachelor,0,LinkedIn,7197556,Good,Yes,1970-12-30,,
00-71207129,Prabowo,Iswahyudi,Male,Jawa Barat,Bogor,2023-09-21,IT,Software Developer,Master,0,Jobstreet,24314133,Good,No,1987-10-28,,
00-67137046,Juli,Haryanti,Female,Sulawesi Selatan,Makassar,2021-03-28,Sales,Sales Representative,Bachelor,0,LinkedIn,6540944,Excellent,No,1983-10-28,,
00-66925051,Kamila,Novitasari,Female,Jakarta,Jakarta Timur,2020-10-16,IT,IT Support Specialist,Bachelor,6,Jobstreet,6540242,Good,No,2000-06-28,,
00-57688529,Ina,Oktaviani,Female,Jakarta,Jakarta Barat,2017-11-03,Customer Service,Customer Service Manager,PhD,0,LinkedIn,28051564,Excellent,No,1992-08-17,,
00-10997236,Tirta,Marbun,Male,Jawa Barat,Bogor,2020-05-24,Finance,Accountant,Bachelor,0,Jobstreet,13168657,Excellent,Yes,1980-02-17,,
00-77340900,Hana,Purwanti,Female,Jawa Barat,Bandung,2017-06-30,Marketing,SEO Specialist,Bachelor,0,LinkedIn,14429255,Good,No,1967-08-23,,
00-59253883,Soleh,Halim,Male,Jawa Barat,Bandung,2015-07-02,IT,IT Support Specialist,Bachelor,0,Company Website,8972525,Good,No,1988-06-13,,
00-74863150,Asmadi,Simanjuntak,Male,Jawa Barat,Bekasi,2022-08-15,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9693523,Satisfactory,No,1990-04-21,,
00-74630252,Laksana,Saragih,Male,Jawa Barat,Bekasi,2024-01-28,Sales,Sales Representative,Bachelor,0,LinkedIn,5446508,Good,No,1981-04-09,,
00-80653292,Jarwi,Kuswoyo,Male,Bali,Kuta,2024-07-13,Operations,Logistics Coordinator,Bachelor,0,Company Website,7533517,Good,No,1976-03-03,,
00-79383794,Devi,Suartini,Female,Jawa Barat,Bogor,2016-07-24,Finance,Financial Analyst,PhD,0,Other,28701720,Excellent,Yes,1985-10-08,,
00-42914388,Emin,Putra,Male,Sulawesi Selatan,Gowa,2019-01-21,Sales,Sales Consultant,Master,0,LinkedIn,20455354,Excellent,No,1986-02-20,,
00-99753695,Tedi,Hutagalung,Male,Jawa Barat,Bandung,2016-02-23,Operations,Logistics Coordinator,Bachelor,0,Other,8114860,Satisfactory,No,1980-07-03,,
00-87796412,Daliono,Narpati,Male,Jakarta,Jakarta Pusat,2018-06-08,Customer Service,Support Specialist,Bachelor,0,LinkedIn,4993442,Good,No,1995-01-09,,
00-81810948,Kairav,Pradana,Male,Jawa Barat,Bandung,2023-02-25,Sales,Sales Consultant,PhD,0,LinkedIn,22264782,Satisfactory,Yes,1978-02-18,,
00-78808477,Galih,Tamba,Male,Jawa Barat,Bogor,2023-03-12,IT,Software Developer,Bachelor,0,LinkedIn,18397448,Satisfactory,No,1972-08-28,,
00-54495054,Prayogo,Gunarto,Male,Sumatera Utara,Binjai,2019-07-09,Marketing,Content Creator,High School,17,Jobstreet,8007671,Good,No,1994-03-28,,
00-32482565,Ganda,Sihotang,Male,Jawa Barat,Bekasi,2015-03-10,Operations,Inventory Specialist,Bachelor,0,Indeed,9906098,Good,Yes,1983-07-27,,
00-50811697,Iriana,Handayani,Female,Bali,Kuta,2022-01-02,Sales,Sales Consultant,Bachelor,0,Job Fair,25447328,Good,No,1981-07-07,,
