employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,absences,recruitment_source,salary,performance_rating,overtime,birthdate,termdate,termination_reason,long_time_hire,month_hire,month_term
00-13590174,Genta,Lestari,Female,Sulawesi Selatan,Gowa,2024-05-04,Sales,Sales Consultant,PhD,0,Jobstreet,19140310,Satisfactory,No,1977-12-23,2024-10-31,Other,0.0,5,10.0
00-12371679,Galang,Sihombing,Male,Bali,Ubud,2024-04-30,Operations,Inventory Specialist,High School,0,LinkedIn,9154335,Good,Yes,1972-01-31,2024-10-27,Other,0.0,4,10.0
00-25989909,Kemba,Haryanto,Male,Bali,Ubud,2018-03-17,Operations,Logistics Coordinator,Bachelor,0,Company Website,11945572,Good,No,1968-02-23,2024-05-14,Health Reasons,6.0,3,5.0
00-60511038,Cahyo,Siregar,Male,Banten,Cilegon,2019-07-17,Customer Service,Help Desk Technician,Bachelor,0,Indeed,5040022,Good,No,1997-02-01,2024-01-19,Resignation,5.0,7,1.0
00-59178730,Laras,Safitri,Female,Jawa Timur,Blitar,2018-04-21,Sales,Sales Consultant,Master,0,LinkedIn,25315390,Good,No,1988-01-30,2024-09-26,Layoff,6.0,4,9.0
00-61079694,Wardi,Uwais,Male,Yogyakarta,Sleman,2016-04-09,Marketing,Content Creator,Bachelor,0,Jobstreet,5040647,Satisfactory,No,2003-11-07,2024-10-13,Resignation,8.0,4,10.0
00-21400686,Luwar,Samosir,Male,Jawa Barat,Tasikmalaya,2024-04-07,Marketing,Content Creator,High School,0,Jobstreet,14378973,Good,No,1984-06-01,2024-10-04,Other,0.0,4,10.0
00-58765904,Vanesa,Andriani,Female,Banten,Serang,2023-12-04,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6816551,Good,No,1972-09-11,2024-06-01,Layoff,1.0,12,6.0
00-49905650,Atmaja,Irawan,Male,Jawa Timur,Madiun,2023-12-05,Customer Service,Customer Service Representative,High School,0,Company Website,9351141,Excellent,No,1984-04-27,2024-06-02,Other,1.0,12,6.0
00-19028796,Maria,Susanti,Female,Banten,Tangerang,2020-10-10,Operations,Logistics Coordinator,Bachelor,0,Other,6992221,Excellent,No,1989-01-16,2024-10-18,Layoff,4.0,10,10.0
00-45961754,Yono,Dongoran,Male,Jawa Timur,Madiun,2024-03-10,Operations,Operations Analyst,Master,0,Other,14352292,Needs Improvement,Yes,1972-08-15,2024-09-06,Performance Issues,0.0,3,9.0
00-92466364,Irnanto,Napitupulu,Male,Sulawesi Selatan,Pare-Pare,2023-11-18,Operations,Logistics Coordinator,Bachelor,0,Company Website,10981203,Good,No,1987-09-14,2024-05-16,Other,1.0,11,5.0
00-50302318,Vega,Dongoran,Male,Bali,Kuta,2023-09-09,Sales,Sales Consultant,Master,0,Indeed,22231489,Good,No,1994-06-21,2024-03-07,Other,1.0,9,3.0
00-15668332,Dewi,Haryanti,Female,Lampung,Bandar Lampung,2024-02-11,IT,Software Developer,Master,0,Jobstreet,28832108,Excellent,No,1978-11-01,2024-08-09,Layoff,0.0,2,8.0
00-77142220,Vino,Marbun,Male,Jawa Barat,Bekasi,2023-07-26,Operations,Operations Analyst,Bachelor,0,Other,17854522,Good,No,1978-04-22,2024-01-22,Layoff,1.0,7,1.0
00-87902618,Sakura,Lestari,Female,Bali,Ubud,2024-02-29,Sales,Sales Specialist,PhD,0,LinkedIn,19217192,Good,No,1970-09-15,2024-08-27,Layoff,0.0,2,8.0
00-76632538,Dalima,Mardhiyah,Female,Sumatera Utara,Medan,2023-10-07,Finance,Financial Analyst,PhD,0,LinkedIn,25967073,Good,No,1989-02-10,2024-04-04,Layoff,1.0,10,4.0
00-88426937,Titi,Uyainah,Female,DKI Jakarta,Jakarta Timur,2022-04-16,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,11634328,Satisfactory,No,1982-06-05,2024-06-27,Health Reasons,2.0,4,6.0
00-41667072,Elvina,Kusmawati,Female,Jawa Barat,Depok,2023-11-24,IT,Software Developer,Master,0,Jobstreet,17864095,Satisfactory,No,2001-02-05,2024-05-22,Resignation,1.0,11,5.0
00-43064092,Lanjar,Sitompul,Male,DKI Jakarta,Jakarta Pusat,2024-06-22,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,12034603,Good,No,1985-12-20,2024-12-19,Other,0.0,6,12.0
00-96623797,Limar,Adriansyah,Male,Kalimantan Timur,Balikpapan,2024-03-30,Operations,Inventory Specialist,High School,16,LinkedIn,9734030,Excellent,No,1989-01-10,2024-09-26,Layoff,0.0,3,9.0
00-98882124,Kuncara,Mandala,Male,DKI Jakarta,Jakarta Timur,2023-08-14,Marketing,SEO Specialist,Bachelor,0,Company Website,21758608,Good,Yes,1965-10-17,2024-07-05,Health Reasons,1.0,8,7.0
00-95758290,Dalima,Handayani,Female,Banten,Tangerang,2023-08-27,Operations,Inventory Specialist,Bachelor,0,Other,5233220,Excellent,No,1996-08-05,2024-02-23,Other,1.0,8,2.0
00-38237596,Cemani,Hutapea,Male,Jawa Tengah,Surakarta,2023-09-02,Customer Service,Support Specialist,Bachelor,0,LinkedIn,6354081,Satisfactory,Yes,1996-07-02,2024-02-29,Health Reasons,1.0,9,2.0
00-31520919,Prabu,Prabowo,Male,Jawa Timur,Malang,2022-11-03,IT,IT Support Specialist,High School,14,LinkedIn,7759649,Good,No,1995-12-13,2024-07-23,Layoff,2.0,11,7.0
00-27460780,Edward,Prabowo,Male,Jawa Tengah,Surakarta,2023-08-10,Sales,Sales Specialist,Master,0,Jobstreet,15003063,Excellent,No,1965-06-06,2024-02-06,Health Reasons,1.0,8,2.0
00-32833506,Gara,Setiawan,Male,Jawa Timur,Madura,2023-10-22,IT,IT Support Specialist,High School,0,LinkedIn,6212981,Good,No,1980-05-12,2024-04-19,Health Reasons,1.0,10,4.0
00-80576741,Danuja,Ardianto,Male,Bali,Denpasar,2019-08-22,Sales,Sales Representative,Bachelor,7,LinkedIn,8737510,Good,No,1973-10-09,2024-11-05,Layoff,5.0,8,11.0
00-35574404,Bagas,Mangunsong,Male,Jawa Barat,Bekasi,2024-04-19,IT,IT Support Specialist,Bachelor,0,Jobstreet,8278334,Good,No,1988-06-16,2024-10-16,Layoff,0.0,4,10.0
00-88235926,Natalia,Yulianti,Female,Kalimantan Timur,Samarinda,2022-10-18,Sales,Sales Specialist,PhD,0,Job Fair,22805985,Satisfactory,No,1971-09-03,2024-04-14,Other,2.0,10,4.0
00-66813149,Kawaca,Marbun,Male,Banten,Cilegon,2022-06-18,Marketing,Marketing Manager,Bachelor,0,LinkedIn,30878537,Good,No,1960-11-14,2024-04-01,Other,2.0,6,4.0
00-22788187,Rahmat,Putra,Male,DKI Jakarta,Jakarta Pusat,2020-12-04,Operations,Inventory Specialist,Bachelor,0,Indeed,6965615,Satisfactory,No,1983-12-28,2024-09-02,Other,4.0,12,9.0
00-15927344,Kayla,Mayasari,Female,Yogyakarta,Sleman,2023-08-06,Sales,Sales Representative,Bachelor,10,Jobstreet,7017231,Good,Yes,1985-10-16,2024-02-02,Other,1.0,8,2.0
00-69259769,Raharja,Permadi,Male,Kalimantan Timur,Samarinda,2018-11-26,IT,Software Developer,Bachelor,0,Job Fair,29008708,Satisfactory,No,1982-07-31,2024-07-08,Health Reasons,6.0,11,7.0
00-78281626,Baktiadi,Zulkarnain,Male,DKI Jakarta,Jakarta Barat,2023-12-24,HR,HR Coordinator,Bachelor,13,LinkedIn,19510950,Satisfactory,No,1997-04-02,2024-06-21,Resignation,1.0,12,6.0
00-19492426,Humaira,Lestari,Female,DKI Jakarta,Jakarta Barat,2020-02-27,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,8326072,Needs Improvement,No,2004-05-12,2024-08-21,Resignation,4.0,2,8.0
00-62143976,Puput,Rahmawati,Female,DKI Jakarta,Jakarta Barat,2023-07-19,HR,Recruiter,Bachelor,0,LinkedIn,20482696,Good,Yes,1968-06-04,2024-01-15,Health Reasons,1.0,7,1.0
00-72213255,Ira,Prastuti,Female,DKI Jakarta,Jakarta Barat,2022-10-25,Finance,Accountant,Bachelor,0,Job Fair,17478263,Good,Yes,1990-01-02,2024-03-12,Health Reasons,2.0,10,3.0
00-30813102,Nasab,Wibowo,Male,Sumatera Utara,Medan,2023-09-02,Customer Service,Help Desk Technician,Bachelor,0,Other,5001658,Good,No,1985-12-24,2024-02-29,Layoff,1.0,9,2.0
00-29945631,Cornelia,Yuliarti,Female,Jawa Tengah,Semarang,2024-02-05,Customer Service,Help Desk Technician,Bachelor,8,LinkedIn,4430774,Good,No,1989-04-27,2024-08-03,Layoff,0.0,2,8.0
00-35124449,Ratih,Kuswandari,Female,Sulawesi Selatan,Makassar,2017-07-04,Customer Service,Support Specialist,High School,0,Other,6781771,Satisfactory,Yes,1970-10-04,2024-03-15,Layoff,7.0,7,3.0
00-25660291,Bagus,Widodo,Male,Sulawesi Selatan,Gowa,2015-04-20,Customer Service,Support Specialist,Bachelor,0,Jobstreet,8351379,Good,No,1965-09-23,2024-03-13,Layoff,9.0,4,3.0
00-63015631,Jasmin,Maryati,Female,Jawa Barat,Bogor,2023-10-24,HR,HR Assistant,Bachelor,0,Indeed,12196422,Satisfactory,No,1960-03-01,2024-04-21,Layoff,1.0,10,4.0
00-69762583,Ina,Susanti,Female,DKI Jakarta,Jakarta Pusat,2024-01-26,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,10528574,Excellent,No,1999-02-08,2024-12-03,Resignation,0.0,1,12.0
00-54808596,Jumari,Sinaga,Male,Kalimantan Timur,Balikpapan,2015-08-29,Finance,Accountant,Bachelor,6,Jobstreet,23188358,Needs Improvement,Yes,1992-12-25,2024-12-05,Other,9.0,8,12.0
00-67953597,Cornelia,Nurdiyanti,Female,Banten,Cilegon,2023-10-26,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,6655190,Excellent,Yes,1972-01-26,2024-04-23,Health Reasons,1.0,10,4.0
00-56541891,Waluyo,Pratama,Male,Jawa Tengah,Magelang,2019-09-19,Operations,Logistics Coordinator,Bachelor,0,Company Website,9808029,Good,No,1999-10-12,2024-10-23,Resignation,5.0,9,10.0
00-88874216,Kajen,Pangestu,Male,Jawa Tengah,Magelang,2023-11-05,Operations,Operations Analyst,Bachelor,13,Other,16181272,Satisfactory,No,1980-02-24,2024-05-03,Layoff,1.0,11,5.0
00-62394739,Umay,Saefullah,Male,Jawa Barat,Tasikmalaya,2023-12-20,Operations,Inventory Specialist,Bachelor,15,Other,6256329,Excellent,Yes,1975-04-27,2024-06-17,Layoff,1.0,12,6.0
00-58352683,Abyasa,Thamrin,Male,DKI Jakarta,Jakarta Timur,2023-07-23,Customer Service,Help Desk Technician,High School,0,Jobstreet,5199953,Satisfactory,No,1982-01-08,2024-01-19,Layoff,1.0,7,1.0
00-65832475,Galiono,Tamba,Male,Jawa Timur,Surabaya,2024-05-19,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,6778129,Satisfactory,No,1995-04-21,2024-11-15,Health Reasons,0.0,5,11.0
00-41503438,Harjaya,Pratama,Male,Lampung,Bandar Lampung,2017-07-18,Customer Service,Customer Service Representative,High School,0,Other,4843485,Good,Yes,2003-05-03,2024-07-23,Other,7.0,7,7.0
00-44604301,Bagus,Sinaga,Male,Jawa Timur,Malang,2024-01-06,Operations,Inventory Specialist,Bachelor,0,Jobstreet,9695240,Good,No,1974-09-08,2024-07-04,Health Reasons,0.0,1,7.0
00-16264794,Najam,Prasasta,Male,Jawa Timur,Surabaya,2023-08-28,Marketing,SEO Specialist,Bachelor,15,LinkedIn,22088099,Satisfactory,No,1984-10-30,2024-11-06,Other,1.0,8,11.0
00-71355706,Winda,Utami,Female,Kalimantan Timur,Samarinda,2023-08-16,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,12241788,Good,No,1973-01-29,2024-02-12,Layoff,1.0,8,2.0
00-96851348,Puji,Riyanti,Female,Jawa Tengah,Surakarta,2018-01-13,Sales,Sales Representative,Bachelor,0,Company Website,9380764,Good,No,1982-12-21,2024-01-09,Layoff,6.0,1,1.0
00-79277190,Opung,Sitompul,Male,Jawa Timur,Surabaya,2023-12-16,IT,IT Support Specialist,Bachelor,0,Other,8270069,Good,No,1987-11-08,2024-06-13,Layoff,1.0,12,6.0
00-79437366,Wirda,Purnawati,Female,Jawa Tengah,Surakarta,2023-08-12,Operations,Inventory Specialist,High School,10,Other,8068593,Good,No,1986-09-27,2024-02-08,Layoff,1.0,8,2.0
00-94772931,Yosef,Wacana,Male,Bali,Ubud,2024-04-17,Sales,Sales Representative,Bachelor,0,Other,9589001,Excellent,No,1986-04-02,2024-10-14,Other,0.0,4,10.0
00-66739991,Jayeng,Iswahyudi,Male,DKI Jakarta,Jakarta Timur,2023-10-19,Customer Service,Help Desk Technician,High School,0,Jobstreet,5207986,Good,No,1990-01-19,2024-04-16,Other,1.0,10,4.0
00-97370696,Rizki,Hutagalung,Male,Sulawesi Selatan,Makassar,2023-11-02,Customer Service,Support Specialist,High School,0,Other,4416565,Satisfactory,No,1985-01-16,2024-04-30,Layoff,1.0,11,4.0
00-65958370,Surya,Pratama,Male,Sulawesi Selatan,Makassar,2023-08-11,Operations,Inventory Specialist,Bachelor,0,LinkedIn,6795853,Satisfactory,No,1977-10-08,2024-02-07,Health Reasons,1.0,8,2.0
00-27062291,Sadina,Pudjiastuti,Female,Jawa Timur,Madiun,2019-05-02,Customer Service,Help Desk Technician,Bachelor,0,Other,5350405,Good,No,1967-10-11,2024-12-25,Layoff,5.0,5,12.0
00-31050667,Mursita,Wahyudin,Male,Sulawesi Selatan,Makassar,2024-03-29,IT,Software Developer,Master,0,Company Website,20337573,Satisfactory,No,1992-12-10,2024-09-25,Health Reasons,0.0,3,9.0
00-90745413,Muni,Sihombing,Male,Jawa Tengah,Magelang,2023-10-08,Sales,Sales Specialist,Bachelor,0,Job Fair,18813475,Good,No,1977-08-19,2024-04-05,Layoff,1.0,10,4.0
00-30576183,Cemeti,Manullang,Male,Jawa Timur,Malang,2016-07-18,Operations,Logistics Coordinator,Bachelor,0,Other,12174801,Good,No,1986-10-31,2024-03-18,Health Reasons,8.0,7,3.0
00-16529832,Bala,Siregar,Male,DKI Jakarta,Jakarta Timur,2024-06-11,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,11935901,Satisfactory,No,1975-08-17,2024-12-08,Other,0.0,6,12.0
00-21987653,Fitria,Halimah,Female,Jawa Barat,Depok,2023-09-11,IT,Software Developer,Master,0,Other,25510813,Good,No,1996-07-13,2024-03-09,Other,1.0,9,3.0
00-84366722,Kasim,Santoso,Male,Jawa Tengah,Magelang,2023-12-08,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,14561766,Good,No,1984-11-18,2024-06-05,Layoff,1.0,12,6.0
00-26853900,Himawan,Dabukke,Male,Jawa Tengah,Semarang,2018-08-19,Operations,Inventory Specialist,High School,0,LinkedIn,5832668,Good,No,1980-03-02,2024-05-04,Other,6.0,8,5.0
00-93312959,Arta,Nababan,Male,Sumatera Utara,Medan,2017-08-29,IT,Software Developer,Bachelor,7,Jobstreet,27993165,Satisfactory,No,2002-12-30,2024-07-17,Resignation,7.0,8,7.0
00-18076555,Ifa,Sudiati,Female,DKI Jakarta,Jakarta Timur,2023-11-24,IT,IT Support Specialist,High School,0,Indeed,8354217,Good,Yes,1960-06-23,2024-05-22,Health Reasons,1.0,11,5.0
00-57166514,Bakiadi,Sihotang,Male,Jawa Tengah,Surakarta,2023-06-09,Operations,Inventory Specialist,High School,0,Indeed,6213311,Satisfactory,Yes,1991-07-18,2024-05-02,Layoff,1.0,6,5.0
00-84689357,Ina,Wijayanti,Female,Jawa Barat,Bekasi,2023-07-14,IT,IT Support Specialist,High School,17,LinkedIn,7674175,Satisfactory,Yes,1988-02-15,2024-01-10,Misconduct,1.0,7,1.0
00-12130654,Karman,Pradana,Male,Sumatera Utara,Tebing Tinggi,2023-12-10,Sales,Sales Representative,Bachelor,12,Indeed,12498133,Satisfactory,No,1990-10-09,2024-06-07,Other,1.0,12,6.0
00-10274812,Paulin,Lestari,Female,Lampung,Bandar Lampung,2021-09-27,Finance,Financial Analyst,PhD,0,Other,28751245,Good,Yes,1962-03-28,2024-08-04,Health Reasons,3.0,9,8.0
00-60516391,Laswi,Dongoran,Male,Jawa Timur,Surabaya,2023-11-26,Sales,Sales Specialist,Master,0,Job Fair,17501644,Excellent,Yes,1999-12-21,2024-05-24,Other,1.0,11,5.0
00-50691933,Rosman,Uwais,Male,DKI Jakarta,Jakarta Barat,2023-09-04,Operations,Inventory Specialist,Bachelor,9,LinkedIn,10212258,Good,No,1973-07-05,2024-03-02,Health Reasons,1.0,9,3.0
00-76277877,Jane,Kusmawati,Female,DKI Jakarta,Jakarta Pusat,2023-12-23,IT,System Administrator,Bachelor,0,LinkedIn,17568106,Good,No,1982-09-23,2024-06-20,Health Reasons,1.0,12,6.0
00-40596967,Baktianto,Widodo,Male,Jawa Tengah,Semarang,2023-11-05,Sales,Sales Specialist,PhD,0,LinkedIn,14907125,Satisfactory,No,1975-03-02,2024-05-03,Health Reasons,1.0,11,5.0
00-97245556,Tiara,Puspita,Female,Jawa Barat,Bogor,2016-05-31,Operations,Logistics Coordinator,Bachelor,0,Job Fair,12118626,Good,No,1981-03-22,2024-10-06,Layoff,8.0,5,10.0
00-47303539,Wakiman,Irawan,Male,Jawa Timur,Madiun,2023-08-11,Customer Service,Support Specialist,Bachelor,0,LinkedIn,5572377,Good,Yes,1989-04-12,2024-02-07,Layoff,1.0,8,2.0
00-20980204,Jamil,Samosir,Male,Sumatera Utara,Binjai,2023-12-12,Sales,Sales Consultant,PhD,0,Jobstreet,18874422,Good,Yes,1972-02-29,2024-06-09,Other,1.0,12,6.0
00-40283277,Lutfan,Zulkarnain,Male,Jawa Tengah,Semarang,2023-10-13,Customer Service,Customer Service Representative,High School,18,Indeed,9479279,Satisfactory,No,2002-07-21,2024-04-10,Resignation,1.0,10,4.0
00-94060174,Zelda,Widiastuti,Female,Sulawesi Selatan,Gowa,2024-03-21,Customer Service,Support Specialist,High School,0,LinkedIn,6634025,Good,No,1983-02-25,2024-09-17,Other,0.0,3,9.0
00-41775196,Raden,Hutagalung,Male,Jawa Barat,Purwakarta,2023-09-08,Sales,Sales Consultant,Bachelor,0,Other,28964891,Good,No,1999-11-06,2024-03-06,Resignation,1.0,9,3.0
00-49583058,Elma,Lailasari,Female,Jawa Timur,Madura,2023-10-13,Operations,Inventory Specialist,High School,0,Jobstreet,4603653,Satisfactory,No,1976-05-02,2024-04-10,Other,1.0,10,4.0
00-90473708,Umar,Lazuardi,Male,Sulawesi Selatan,Makassar,2023-09-20,Finance,Accountant,Bachelor,0,Job Fair,19092428,Good,Yes,1980-12-21,2024-03-18,Layoff,1.0,9,3.0
00-36227100,Ega,Sihombing,Male,Jawa Tengah,Magelang,2024-02-27,Operations,Inventory Specialist,High School,19,LinkedIn,8701229,Good,No,1989-04-25,2024-08-25,Misconduct,0.0,2,8.0
00-39448158,Jail,Mandala,Male,Banten,Cilegon,2024-01-06,IT,Software Developer,Master,0,Other,31047062,Good,No,1962-11-03,2024-07-04,Layoff,0.0,1,7.0
00-60454028,Gawati,Lestari,Female,Jawa Timur,Blitar,2017-11-29,Operations,Inventory Specialist,High School,20,Job Fair,5343772,Excellent,No,1972-03-09,2024-10-10,Misconduct,7.0,11,10.0
00-45136671,Uchita,Safitri,Female,Sumatera Utara,Medan,2023-12-13,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9890680,Satisfactory,Yes,2003-03-18,2024-06-10,Other,1.0,12,6.0
00-28420515,Cahyadi,Nugroho,Male,Jawa Barat,Tasikmalaya,2018-04-18,Sales,Sales Specialist,Bachelor,0,Jobstreet,12210112,Good,Yes,1992-07-28,2024-09-26,Health Reasons,6.0,4,9.0
00-59976005,Mulyono,Mangunsong,Male,Jawa Tengah,Magelang,2022-02-28,Operations,Logistics Coordinator,Bachelor,0,Other,5009369,Good,Yes,1973-11-28,2024-04-28,Layoff,2.0,2,4.0
00-93644995,Michelle,Aryani,Female,DKI Jakarta,Jakarta Timur,2023-12-22,Sales,Sales Specialist,Master,0,LinkedIn,20638828,Excellent,No,1987-03-23,2024-06-19,Other,1.0,12,6.0
00-42822896,Ade,Hartati,Female,Jawa Tengah,Semarang,2024-05-20,Customer Service,Customer Service Representative,High School,0,LinkedIn,10012678,Good,Yes,1962-03-27,2024-11-16,Health Reasons,0.0,5,11.0
00-35380862,Muhammad,Marbun,Male,Lampung,Bandar Lampung,2023-07-13,Customer Service,Help Desk Technician,High School,0,LinkedIn,5491367,Good,No,1966-05-17,2024-01-09,Other,1.0,7,1.0
00-47590802,Tami,Maryati,Female,DKI Jakarta,Jakarta Pusat,2023-10-14,IT,System Administrator,Master,6,Jobstreet,22351988,Good,Yes,1972-09-21,2024-04-11,Layoff,1.0,10,4.0
00-73171894,Oman,Dabukke,Male,Kalimantan Timur,Balikpapan,2023-07-07,Operations,Inventory Specialist,Bachelor,0,Jobstreet,10197100,Good,No,1980-08-31,2024-01-03,Other,1.0,7,1.0
00-31100279,Umi,Maryati,Female,Bali,Kuta,2023-10-02,Sales,Sales Representative,Bachelor,0,LinkedIn,15348188,Good,No,1975-07-17,2024-03-30,Layoff,1.0,10,3.0
00-59326617,Jais,Saptono,Male,Jawa Barat,Depok,2023-10-29,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,13646008,Needs Improvement,No,1974-11-24,2024-04-26,Performance Issues,1.0,10,4.0
00-49529512,Mila,Rahimah,Female,Jawa Timur,Surabaya,2023-10-19,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,6101942,Good,Yes,1986-12-07,2024-04-16,Other,1.0,10,4.0
00-82897088,Eka,Maryati,Female,Jawa Tengah,Magelang,2023-07-10,Operations,Inventory Specialist,High School,15,Other,5702198,Good,Yes,1964-10-28,2024-01-06,Layoff,1.0,7,1.0
00-64198613,Mahmud,Saputra,Male,Jawa Timur,Surabaya,2023-12-07,Sales,Sales Specialist,Master,0,Jobstreet,12785963,Good,No,1982-06-11,2024-06-04,Health Reasons,1.0,12,6.0
00-38168948,Dacin,Firmansyah,Male,Banten,Cilegon,2019-01-09,Customer Service,Help Desk Technician,Bachelor,0,Jobstreet,7229035,Satisfactory,No,1982-04-24,2024-02-04,Other,5.0,1,2.0
00-38129989,Salwa,Wastuti,Female,Kalimantan Timur,Samarinda,2019-11-03,Customer Service,Support Specialist,Bachelor,13,LinkedIn,5208504,Excellent,No,1970-04-20,2024-08-22,Layoff,5.0,11,8.0
00-14323017,Jaga,Hutasoit,Male,Jawa Timur,Blitar,2023-08-14,Sales,Sales Specialist,Master,7,LinkedIn,14635637,Satisfactory,Yes,2001-04-08,2024-02-10,Other,1.0,8,2.0
00-86261289,Elisa,Zulaika,Female,Jawa Timur,Madura,2021-04-14,Finance,Financial Analyst,Bachelor,0,LinkedIn,17329754,Good,No,1979-07-13,2024-02-07,Health Reasons,3.0,4,2.0
00-90982133,Gangsar,Hidayanto,Male,Jawa Barat,Bekasi,2019-05-16,Operations,Operations Analyst,Bachelor,0,Jobstreet,19012156,Good,No,1995-01-07,2024-04-18,Other,5.0,5,4.0
00-19326928,Puput,Lailasari,Female,Jawa Barat,Bekasi,2023-07-14,IT,IT Support Specialist,High School,0,LinkedIn,7949056,Satisfactory,Yes,1978-12-28,2024-01-10,Health Reasons,1.0,7,1.0
00-37634396,Dewi,Aryani,Female,DKI Jakarta,Jakarta Barat,2017-05-28,Sales,Sales Specialist,Bachelor,0,LinkedIn,11801291,Good,Yes,1994-11-11,2024-05-05,Layoff,7.0,5,5.0
00-11482715,Jamalia,Lestari,Female,Jawa Barat,Purwakarta,2017-01-02,Operations,Logistics Coordinator,Bachelor,11,LinkedIn,6466401,Satisfactory,Yes,1970-01-26,2024-11-09,Health Reasons,7.0,1,11.0
00-31076941,Okta,Saputra,Male,Banten,Cilegon,2023-12-23,HR,HR Coordinator,Master,3,LinkedIn,14914087,Satisfactory,No,1975-09-29,2024-06-20,Health Reasons,1.0,12,6.0
00-66158469,Gamblang,Sinaga,Male,Sulawesi Selatan,Pare-Pare,2019-09-14,Operations,Operations Analyst,Master,0,Jobstreet,12572095,Good,Yes,1979-03-03,2024-09-11,Other,5.0,9,9.0
00-37713235,Nabila,Purwanti,Female,Jawa Tengah,Surakarta,2016-12-19,Operations,Inventory Specialist,High School,0,Jobstreet,4688036,Satisfactory,Yes,1982-10-30,2024-04-13,Layoff,8.0,12,4.0
00-68008992,Usyi,Laksita,Female,Yogyakarta,Sleman,2023-10-19,Operations,Inventory Specialist,Bachelor,0,Indeed,5504156,Satisfactory,No,1994-04-19,2024-04-16,Other,1.0,10,4.0
00-18585913,Himawan,Saragih,Male,Jawa Barat,Depok,2023-11-03,Sales,Sales Consultant,Master,0,Jobstreet,21640001,Satisfactory,No,1960-05-10,2024-05-01,Layoff,1.0,11,5.0
00-43130320,Melinda,Rahayu,Female,Jawa Timur,Madiun,2020-02-03,IT,Software Developer,Bachelor,0,Other,24546614,Good,No,1970-04-18,2024-03-12,Layoff,4.0,2,3.0
00-62458932,Jail,Thamrin,Male,Jawa Timur,Malang,2017-07-26,Customer Service,Support Specialist,High School,18,LinkedIn,6261603,Good,No,1989-11-08,2024-02-20,Misconduct,7.0,7,2.0
00-95200126,Gadang,Prayoga,Male,Jawa Barat,Purwakarta,2023-07-23,Operations,Inventory Specialist,Bachelor,0,Jobstreet,7637227,Good,Yes,1974-09-15,2024-01-19,Other,1.0,7,1.0
00-16531664,Yahya,Simanjuntak,Male,Jawa Timur,Blitar,2023-10-31,Operations,Operations Analyst,Master,0,Other,14279563,Good,No,1974-04-11,2024-04-28,Layoff,1.0,10,4.0
00-60283960,Nadine,Kusmawati,Female,Lampung,Bandar Lampung,2023-08-26,IT,IT Support Specialist,High School,0,Indeed,5022372,Good,Yes,1984-04-04,2024-02-22,Other,1.0,8,2.0
00-81965066,Icha,Wastuti,Female,Bali,Ubud,2023-08-21,Operations,Logistics Coordinator,Bachelor,0,Other,13789327,Satisfactory,No,1988-07-08,2024-02-17,Layoff,1.0,8,2.0
00-43814834,Citra,Winarsih,Female,Jawa Tengah,Magelang,2024-03-11,Sales,Sales Representative,Bachelor,0,Other,4201950,Satisfactory,No,1979-11-13,2024-09-07,Health Reasons,0.0,3,9.0
