"employee_id","first_name","last_name","gender","province","city","hiredate","department","job_title","education_level","absences","recruitment_source","salary","performance_rating","overtime","birthdate","termdate","termination_reason"
"00-69735865",Siska,Puspasari,Female,Jawa Barat,Bogor,2015-02-18,Customer Service,Support Specialist,High School,16,Indeed,5855913,Good,No,2003-12-27,,
"00-26185823",Luis,Maryadi,Male,Jawa Barat,Bandung,2024-08-26,Sales,Sales Consultant,PhD,0,LinkedIn,23225736,Good,No,1987-09-07,,
"00-27740248",Patricia,Haryanti,Female,Jawa Barat,Bogor,2019-07-15,Marketing,SEO Specialist,Bachelor,0,Other,16405710,Excellent,No,1982-04-21,,
"00-21989814",Maras,Hutasoit,Male,Jawa Barat,Bandung,2022-08-18,Operations,Logistics Coordinator,Bachelor,0,Company Website,11756896,Excellent,No,2002-07-10,,
"00-52057323",Ratna,Lestari,Female,Jawa Barat,Bogor,2018-03-08,Customer Service,Help Desk Technician,Bachelor,13,Company Website,6877063,Good,No,1962-07-30,,
"00-61367949",Maryanto,Saragih,Male,Jawa Barat,Bogor,2023-10-07,Operations,Operations Analyst,Master,0,Job Fair,12522555,Good,No,1998-01-14,,
"00-29173414",Umay,Sihombing,Male,Jawa Barat,Bekasi,2016-05-11,IT,Software Developer,Bachelor,0,Job Fair,20706092,Satisfactory,Yes,1990-12-13,,
"00-91915661",Zaenab,Fujiati,Female,Jawa Barat,Bandung,2022-11-17,Operations,Logistics Coordinator,Bachelor,0,Company Website,9983492,Satisfactory,No,1965-08-25,,
"00-38595818",Zelaya,Aryani,Female,Sulawesi Selatan,Makassar,2021-02-01,Sales,Sales Specialist,Bachelor,0,Job Fair,16501389,Satisfactory,Yes,1994-06-20,,
"00-92688322",Arsipatra,Sinaga,Male,Jawa Barat,Bandung,2022-10-27,Sales,Sales Representative,Bachelor,0,Company Website,6234528,Good,No,1983-10-08,,
"00-23484199",Koko,Mustofa,Male,Jawa Barat,Bekasi,2017-09-10,Operations,Logistics Coordinator,Bachelor,8,Company Website,7823934,Excellent,No,1985-06-26,,
"00-61543890",Fathonah,Oktaviani,Female,Jawa Barat,Bekasi,2018-08-29,Marketing,Marketing Coordinator,Bachelor,7,LinkedIn,6434753,Good,No,1984-06-19,,
"00-28767690",Manah,Budiman,Male,Jawa Barat,Bogor,2017-07-13,Operations,Logistics Coordinator,Bachelor,11,Indeed,14299267,Good,No,1999-04-24,,
"00-43308414",Tirtayasa,Sihotang,Male,Jawa Barat,Bandung,2020-07-30,Operations,Inventory Specialist,Bachelor,0,Job Fair,9959496,Satisfactory,Yes,1989-05-26,,
"00-91549765",Elvin,Sinaga,Male,Jawa Barat,Bekasi,2017-04-28,Sales,Sales Representative,Bachelor,0,Jobstreet,4718655,Excellent,No,1991-01-06,,
"00-98369672",Novi,Nasyiah,Female,Jawa Barat,Bandung,2023-11-09,Customer Service,Support Specialist,Bachelor,0,Jobstreet,7146438,Excellent,No,1988-06-20,,
"00-91460345",Respati,Siregar,Male,Jawa Timur,Blitar,2020-06-06,Finance,Accountant,Bachelor,0,Other,18743482,Satisfactory,Yes,1996-05-04,,
"00-49666982",Emin,Pradana,Male,Jawa Barat,Bekasi,2021-01-29,Sales,Sales Specialist,PhD,0,Job Fair,13710029,Good,No,1972-09-06,,
"00-61792685",Malik,Dabukke,Male,Jawa Barat,Bogor,2016-03-02,Customer Service,Support Specialist,High School,0,LinkedIn,5111316,Good,No,1989-03-25,,
"00-89715904",Irnanto,Pranowo,Male,Jawa Barat,Bekasi,2016-07-07,Operations,Inventory Specialist,Bachelor,0,LinkedIn,5155098,Needs Improvement,Yes,2002-10-01,,
"00-52476240",Jaiman,Jailani,Male,Jawa Barat,Bandung,2017-05-13,IT,Software Developer,Master,0,Company Website,29381656,Satisfactory,Yes,2001-09-29,,
"00-59044830",Rachel,Laksita,Female,Jawa Barat,Bogor,2020-05-01,Sales,Sales Specialist,Bachelor,0,Jobstreet,16577572,Excellent,No,2003-03-14,,
"00-73218512",Setya,Tamba,Male,Jawa Barat,Bandung,2024-05-04,Marketing,Marketing Coordinator,Bachelor,0,Jobstreet,9536748,Satisfactory,No,1961-06-05,,
"00-88834594",Oskar,Natsir,Male,Jawa Barat,Bekasi,2016-06-03,Customer Service,Support Specialist,High School,12,Jobstreet,6224485,Good,No,1977-06-18,,
"00-15345470",Diah,Rahimah,Female,Jawa Barat,Bandung,2024-07-18,Customer Service,Support Specialist,Bachelor,0,Company Website,4692663,Needs Improvement,No,1976-06-08,,
"00-48451741",Kanda,Habibi,Male,Jawa Barat,Bandung,2021-05-04,Sales,Sales Consultant,Master,0,Jobstreet,24315173,Good,No,1985-10-20,,
"00-65758338",Dimas,Pradipta,Male,Jawa Barat,Bekasi,2019-02-17,Customer Service,Support Specialist,High School,0,Other,5474574,Excellent,No,1999-08-27,,
"00-95971459",Emas,Prasetyo,Male,Jawa Barat,Bekasi,2020-04-06,Customer Service,Customer Service Representative,Bachelor,13,Jobstreet,9873040,Satisfactory,Yes,2004-09-28,,
"00-47241089",Caket,Hardiansyah,Male,Jawa Barat,Bandung,2016-01-20,Marketing,SEO Specialist,Bachelor,0,Indeed,11809561,Good,No,2001-02-02,,
"00-37272705",Elvin,Nababan,Male,Jawa Barat,Bandung,2024-12-01,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9058333,Satisfactory,No,1971-03-16,,
"00-53855682",Raisa,Oktaviani,Female,Jawa Barat,Bogor,2019-04-07,IT,IT Support Specialist,Bachelor,0,Jobstreet,7764257,Good,No,1977-08-23,,
"00-97219985",Yono,Hutapea,Male,Jawa Barat,Bogor,2022-11-12,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,10010373,Satisfactory,No,1992-03-06,,
"00-68718382",Jane,Pertiwi,Female,Jawa Barat,Bogor,2022-03-15,IT,Software Developer,Bachelor,10,Other,28765038,Good,No,1985-01-14,,
"00-42813517",Prabowo,Hutapea,Male,Jawa Barat,Bandung,2016-07-12,Operations,Inventory Specialist,Bachelor,13,LinkedIn,8401671,Good,No,1986-11-16,,
"00-70850538",Kamidin,Pradipta,Male,Jawa Tengah,Magelang,2021-07-13,Customer Service,Support Specialist,Bachelor,0,LinkedIn,5139815,Good,No,1990-06-21,,
"00-99399687",Tasnim,Mangunsong,Male,Jawa Barat,Bekasi,2022-07-13,IT,Software Developer,Bachelor,0,Job Fair,19833291,Good,No,1981-04-19,,
"00-26031369",Ajimin,Gunawan,Male,Jawa Barat,Bekasi,2015-06-02,Customer Service,Support Specialist,Bachelor,0,Job Fair,7803976,Good,No,1978-03-30,,
"00-11523452",Johan,Pradana,Male,Sumatera Utara,Tebing Tinggi,2017-04-04,Customer Service,Support Specialist,Bachelor,0,LinkedIn,4926487,Satisfactory,No,1985-04-10,,
"00-79420474",Gasti,Rahayu,Female,Jawa Barat,Bandung,2023-01-19,Sales,Sales Specialist,PhD,0,Other,17640166,Good,No,1991-02-17,,
"00-32409388",Asirwanda,Megantara,Male,Jakarta,Jakarta Pusat,2018-07-12,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,18063077,Good,No,1990-04-18,,
"00-46072958",Rina,Yulianti,Female,Jawa Barat,Bekasi,2022-04-21,Finance,Financial Analyst,PhD,0,Jobstreet,28833519,Satisfactory,No,1963-07-21,,
"00-13940129",Kawaca,Ardianto,Male,Sumatera Utara,Medan,2018-11-26,Operations,Inventory Specialist,High School,20,Jobstreet,5519077,Needs Improvement,Yes,1986-10-16,,
"00-80310522",Balangga,Pratama,Male,Jawa Barat,Bandung,2016-02-22,Sales,Sales Consultant,Master,5,LinkedIn,16386905,Satisfactory,No,1986-09-08,,
"00-94226031",Hani,Riyanti,Female,Jawa Barat,Bogor,2016-10-23,Operations,Logistics Coordinator,Bachelor,0,Other,9685668,Good,No,1990-07-07,,
"00-58335011",Hadi,Najmudin,Male,Jawa Barat,Bandung,2016-01-18,Finance,Accountant,Bachelor,0,Indeed,21773158,Excellent,No,1998-12-26,,
"00-59350218",Himawan,Dongoran,Male,Jawa Barat,Bandung,2017-08-10,IT,IT Support Specialist,High School,0,Other,7834289,Satisfactory,No,1993-10-18,,
"00-25479814",Putri,Melani,Female,Jawa Barat,Bogor,2017-05-21,Sales,Sales Specialist,Master,0,LinkedIn,18093669,Good,No,1992-01-15,,
"00-15910667",Puspa,Puspita,Female,Jawa Barat,Bandung,2023-01-29,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,4941779,Satisfactory,Yes,2002-09-21,,
"00-16171536",Kiandra,Widiastuti,Female,Jawa Barat,Bekasi,2019-06-24,Operations,Inventory Specialist,Bachelor,0,LinkedIn,9720669,Good,No,1984-03-11,,
"00-34019729",Prakosa,Saefullah,Male,Sumatera Utara,Binjai,2024-04-18,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13893160,Good,No,1998-04-24,,
"00-98007006",Yunita,Kusmawati,Female,Jawa Barat,Bekasi,2019-02-19,IT,System Administrator,Bachelor,0,Indeed,15553974,Satisfactory,No,1995-03-23,,
"00-65869014",Cinta,Suryatmi,Female,Sulawesi Selatan,Makassar,2024-05-24,Customer Service,Support Specialist,High School,0,Company Website,7057877,Excellent,No,2002-01-30,,
"00-20453825",Putu,Narpati,Male,Jawa Barat,Bekasi,2020-08-04,IT,Software Developer,Master,0,Jobstreet,30416591,Satisfactory,No,1976-10-02,,
"00-17069536",Wakiman,Najmudin,Male,Jawa Barat,Bogor,2017-10-21,IT,IT Support Specialist,High School,0,LinkedIn,6431951,Good,No,1972-02-29,,
"00-63811222",Cakrabirawa,Januar,Male,Jawa Barat,Bogor,2016-08-21,Customer Service,Customer Service Representative,High School,17,LinkedIn,6483443,Good,Yes,1979-12-14,,
"00-47890586",Oni,Susanti,Female,Jawa Barat,Bekasi,2023-07-14,IT,IT Support Specialist,Bachelor,0,LinkedIn,7059055,Needs Improvement,Yes,1994-02-06,,
"00-21594468",Azalea,Fujiati,Female,Jawa Tengah,Solo,2020-01-16,Marketing,Marketing Coordinator,Bachelor,0,LinkedIn,14502842,Good,No,1985-10-31,,
"00-36933626",Dina,Prastuti,Female,Sumatera Utara,Medan,2017-11-09,Customer Service,Customer Service Representative,High School,0,Job Fair,7274705,Good,No,1980-09-05,,
"00-93579731",Jasmani,Rajata,Male,Jawa Barat,Bekasi,2017-06-27,Sales,Sales Consultant,Bachelor,0,Jobstreet,24807629,Satisfactory,No,1986-05-10,,
"00-76217748",Eka,Winarsih,Female,Jawa Barat,Bandung,2024-02-24,Customer Service,Customer Service Representative,Bachelor,0,LinkedIn,9739154,Satisfactory,Yes,1980-08-08,,
"00-83357939",Gamanto,Samosir,Male,Banten,Serang,2022-05-04,Sales,Sales Representative,Bachelor,10,Jobstreet,8127177,Needs Improvement,No,1974-10-09,,
"00-10856024",Carub,Napitupulu,Male,Jawa Barat,Bekasi,2024-08-27,Customer Service,Customer Service Representative,High School,18,Company Website,7084172,Satisfactory,No,1999-07-13,,
"00-82684966",Okta,Maryadi,Male,Banten,Serang,2018-08-19,Operations,Inventory Specialist,Bachelor,0,Indeed,9435982,Satisfactory,Yes,2000-12-26,,
"00-54965270",Gandi,Ramadan,Male,Jawa Barat,Bogor,2015-11-18,IT,System Administrator,Master,0,Jobstreet,14003085,Satisfactory,No,1995-06-24,,
"00-51273379",Oni,Zulaika,Female,Jawa Barat,Bogor,2016-07-09,Sales,Sales Consultant,Bachelor,9,Job Fair,20148408,Needs Improvement,No,1994-03-13,,
"00-66346728",Titin,Pratiwi,Female,Jawa Barat,Bandung,2020-07-03,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,9961997,Satisfactory,No,1985-10-28,,
"00-47557512",Rahman,Anggriawan,Male,Jawa Barat,Bandung,2016-05-23,IT,System Administrator,Master,0,Company Website,14454617,Satisfactory,No,1984-09-20,,
"00-79760901",Julia,Halimah,Female,Jawa Barat,Bekasi,2019-06-11,Operations,Inventory Specialist,Bachelor,0,Jobstreet,7542156,Good,Yes,1998-01-05,,
"00-21395409",Restu,Purnawati,Female,Bali,Ubud,2020-11-05,Customer Service,Support Specialist,Bachelor,0,LinkedIn,7053221,Satisfactory,No,1983-12-15,,
"00-95525640",Uda,Tarihoran,Male,Jawa Barat,Bekasi,2023-12-05,Marketing,Content Creator,High School,15,Company Website,13941206,Needs Improvement,No,1983-12-02,,
"00-86211608",Shakila,Aryani,Female,Jawa Barat,Bekasi,2016-08-19,Customer Service,Support Specialist,High School,17,LinkedIn,4713929,Good,No,1961-02-04,,
"00-41778964",Nabila,Palastri,Female,Jawa Barat,Bandung,2017-09-12,Finance,Accounts Payable Specialist,Bachelor,0,LinkedIn,5719928,Satisfactory,No,1966-01-28,,
"00-62741214",Purwa,Wibisono,Male,Jawa Tengah,Semarang,2022-08-13,IT,IT Support Specialist,Bachelor,0,LinkedIn,5865305,Good,No,1971-10-24,,
"00-52688984",Koko,Latupono,Male,Jakarta,Jakarta Pusat,2019-10-08,Customer Service,Support Specialist,High School,18,Other,6812081,Satisfactory,No,1990-05-31,,
"00-37207628",Aslijan,Siregar,Male,Jawa Barat,Bandung,2017-07-06,Operations,Logistics Coordinator,Bachelor,5,Other,10724457,Satisfactory,No,1988-05-29,,
"00-30858851",Ella,Wastuti,Female,Jawa Barat,Bekasi,2016-09-01,Operations,Inventory Specialist,High School,0,LinkedIn,8259934,Satisfactory,No,1972-11-06,,
"00-52148834",Tantri,Suartini,Female,Sumatera Utara,Binjai,2019-02-27,IT,System Administrator,Bachelor,0,LinkedIn,18211337,Good,Yes,1986-10-10,,
"00-37868462",Rizki,Siregar,Male,Jakarta,Jakarta Timur,2019-04-05,Operations,Operations Analyst,Master,0,Job Fair,16223222,Good,No,1994-04-04,,
"00-26094525",Anggabaya,Suwarno,Male,Sumatera Utara,Binjai,2016-09-29,Finance,Accountant,Bachelor,0,Other,14991543,Excellent,No,1980-03-15,,
"00-90973889",Balapati,Kuswoyo,Male,Jawa Barat,Bekasi,2015-01-08,Operations,Inventory Specialist,High School,0,LinkedIn,8225238,Satisfactory,No,1990-08-09,,
"00-22242388",Maida,Pertiwi,Female,Jawa Barat,Bandung,2022-06-12,Sales,Sales Consultant,PhD,0,LinkedIn,32213972,Satisfactory,No,1976-10-09,,
"00-78915391",Cakrawangsa,Putra,Male,Jawa Tengah,Magelang,2015-09-26,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13131660,Satisfactory,No,1995-05-18,,
"00-33336132",Damu,Putra,Male,Jawa Barat,Bogor,2015-07-14,Sales,Sales Representative,Bachelor,0,LinkedIn,6689649,Good,Yes,1990-08-05,,
"00-70693413",Vicky,Yulianti,Female,Jawa Barat,Bandung,2020-12-04,Customer Service,Support Specialist,High School,19,LinkedIn,5105109,Good,Yes,1974-05-31,,
"00-22713811",Samsul,Uwais,Male,Jawa Barat,Bekasi,2019-10-10,IT,IT Support Specialist,Bachelor,0,Indeed,6246455,Excellent,Yes,2001-09-28,,
"00-11604831",Almira,Laksmiwati,Female,Jawa Barat,Bogor,2016-07-20,Operations,Logistics Coordinator,Bachelor,0,Job Fair,13946949,Good,No,1996-02-06,,
"00-36592965",Daniswara,Setiawan,Male,Banten,Cilegon,2023-05-07,Sales,Sales Consultant,PhD,0,LinkedIn,20449855,Good,No,1997-08-22,,
"00-94597104",Mujur,Permadi,Male,Jawa Barat,Bogor,2024-07-23,Sales,Sales Consultant,Master,5,LinkedIn,25667813,Satisfactory,No,1988-01-05,,
"00-88667527",Harimurti,Manullang,Male,Jawa Barat,Bogor,2017-03-09,IT,Software Developer,Bachelor,0,Job Fair,25761387,Excellent,Yes,1997-01-03,,
"00-18653290",Michelle,Zulaika,Female,Sulawesi Selatan,Gowa,2017-05-13,Operations,Inventory Specialist,High School,0,Company Website,5575160,Satisfactory,No,1980-11-10,,
"00-27286109",Puji,Rahayu,Female,Jawa Barat,Bekasi,2016-09-19,Operations,Inventory Specialist,High School,0,LinkedIn,4628538,Good,No,1995-04-01,,
"00-15730602",Prasetyo,Tarihoran,Male,Jawa Barat,Bogor,2024-09-21,Sales,Sales Consultant,Master,0,LinkedIn,21715142,Good,No,1972-12-31,,
"00-87025433",Margana,Wacana,Male,Sumatera Utara,Tebing Tinggi,2019-09-27,Finance,Financial Analyst,PhD,0,LinkedIn,24794507,Satisfactory,Yes,1994-02-09,,
"00-76588957",Eman,Samosir,Male,Jawa Barat,Bekasi,2015-07-08,Sales,Sales Representative,Bachelor,0,LinkedIn,10136552,Good,No,1994-08-19,,
"00-33193791",Dadi,Maheswara,Male,Jawa Barat,Bandung,2018-04-19,Marketing,Marketing Manager,Master,0,Indeed,30678056,Good,No,1990-10-21,,
"00-47561442",Kalim,Maryadi,Male,Jawa Barat,Bandung,2019-03-29,HR,HR Coordinator,Bachelor,0,Jobstreet,16058853,Good,No,1995-08-15,,
"00-92423989",Wardaya,Maryadi,Male,Jawa Barat,Bekasi,2021-10-27,Customer Service,Customer Service Representative,High School,11,Other,7524243,Good,No,1970-02-06,,
"00-49608344",Irma,Maryati,Female,Jawa Barat,Bekasi,2020-09-25,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,9413305,Good,Yes,1974-04-19,,
"00-18184472",Niyaga,Prasasta,Male,Jawa Barat,Bandung,2016-05-03,Customer Service,Help Desk Technician,High School,0,LinkedIn,5740792,Excellent,No,1996-08-03,,
"00-66268745",Jatmiko,Natsir,Male,Jawa Barat,Bandung,2017-08-06,Sales,Sales Specialist,Master,10,LinkedIn,16577934,Good,No,1981-12-30,,
"00-94658420",Warji,Widodo,Male,Jawa Barat,Bekasi,2024-10-07,Sales,Sales Consultant,Master,0,Company Website,19880808,Excellent,No,1987-10-28,,
"00-12621269",Endra,Megantara,Male,Jawa Barat,Bandung,2024-02-17,Customer Service,Support Specialist,Bachelor,0,Job Fair,7131169,Satisfactory,No,1983-07-28,,
"00-74382155",Kemal,Sirait,Male,Jawa Barat,Bogor,2020-07-29,Customer Service,Support Specialist,High School,11,Job Fair,6529605,Satisfactory,No,1983-05-21,,
"00-85920407",Harjasa,Napitupulu,Male,Jawa Barat,Bandung,2020-11-13,Operations,Logistics Coordinator,Bachelor,0,Other,9770139,Good,Yes,1984-05-27,,
"00-34134478",Gangsar,Winarno,Male,Jawa Barat,Bekasi,2015-11-09,Operations,Inventory Specialist,High School,0,LinkedIn,6212185,Good,No,2004-03-18,,
"00-13933043",Cakrabuana,Maulana,Male,Jawa Barat,Bogor,2023-01-17,IT,Software Developer,Bachelor,0,LinkedIn,26782604,Good,No,1979-07-23,,
"00-73308406",Irma,Hasanah,Female,Jawa Barat,Bogor,2020-05-14,Marketing,Marketing Coordinator,Bachelor,0,Other,13859489,Good,Yes,1970-11-06,,
"00-31424479",Maimunah,Namaga,Female,Jawa Barat,Bandung,2016-10-17,Customer Service,Customer Service Representative,Bachelor,0,Job Fair,5689010,Good,No,2003-05-30,,
"00-45772648",Natalia,Nurdiyanti,Female,Jawa Barat,Bekasi,2020-03-19,Customer Service,Support Specialist,High School,0,LinkedIn,5924704,Good,No,1997-03-22,,
"00-39448924",Raden,Santoso,Male,Jawa Barat,Bekasi,2020-04-15,Sales,Sales Specialist,Master,0,LinkedIn,11417308,Satisfactory,Yes,1995-05-12,,
"00-33315234",Putri,Pudjiastuti,Female,Jawa Barat,Bogor,2017-02-23,Operations,Inventory Specialist,High School,0,Job Fair,7297479,Satisfactory,Yes,1988-11-17,,
"00-58155056",Balangga,Samosir,Male,Jawa Barat,Bekasi,2024-10-14,HR,HR Coordinator,Master,0,LinkedIn,15868062,Good,No,1966-11-02,,
"00-57201978",Rini,Nasyidah,Female,Sumatera Utara,Tebing Tinggi,2024-04-04,Finance,Accounts Payable Specialist,Bachelor,0,Company Website,4596111,Good,No,1975-10-23,,
"00-85579195",Alika,Wastuti,Female,Bali,Kuta,2024-03-28,Sales,Sales Representative,Bachelor,8,Indeed,14404525,Good,No,1989-09-21,,
"00-51480401",Makuta,Latupono,Male,Jawa Barat,Bogor,2017-01-21,Customer Service,Customer Service Manager,Bachelor,0,Job Fair,27390146,Good,No,1986-10-12,,
"00-17538738",Baktianto,Putra,Male,Jawa Barat,Bekasi,2017-05-09,Operations,Inventory Specialist,High School,18,LinkedIn,10218523,Excellent,No,1978-02-23,,
"00-80658723",Tina,Yulianti,Female,Banten,Cilegon,2019-02-09,Operations,Logistics Coordinator,Bachelor,0,Indeed,12370143,Good,No,2002-01-29,,
"00-37040091",Sabrina,Laksmiwati,Female,Jawa Barat,Bekasi,2023-01-03,Customer Service,Support Specialist,Bachelor,0,Job Fair,5881083,Good,No,1981-09-10,,
"00-33818260",Pia,Lailasari,Female,Banten,Serang,2024-06-07,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,5871083,Good,No,1982-08-25,,
"00-12941099",Martani,Prakasa,Male,Jawa Barat,Bogor,2017-07-05,Operations,Logistics Coordinator,Bachelor,0,LinkedIn,13322458,Good,No,1981-06-26,,
"00-24887509",Martana,Januar,Male,Sumatera Utara,Binjai,2023-10-21,Operations,Logistics Coordinator,Bachelor,0,Job Fair,7476021,Good,Yes,1982-10-25,,
"00-60142505",Irma,Permata,Female,Sumatera Utara,Tebing Tinggi,2022-04-21,IT,Software Developer,Bachelor,0,LinkedIn,31764142,Good,No,1962-07-30,,
"00-88653825",Septi,Handayani,Female,Jawa Barat,Bogor,2016-12-18,HR,HR Coordinator,Master,0,Job Fair,14698328,Good,No,1972-11-18,,
"00-28314232",Vivi,Haryanti,Female,Jawa Barat,Bekasi,2024-09-10,Finance,Financial Analyst,Bachelor,0,Other,18383534,Good,No,1970-10-24,,
"00-95800828",Queen,Nuraini,Female,Sumatera Utara,Medan,2024-07-26,Operations,Operations Analyst,Bachelor,0,Other,17966144,Good,No,1971-09-21,,
"00-33381086",Okta,Tarihoran,Male,Sumatera Utara,Medan,2022-11-27,IT,IT Support Specialist,High School,18,Other,6547038,Good,No,2002-08-07,,
"00-92370625",Ani,Mardhiyah,Female,Jawa Barat,Bogor,2023-06-12,Customer Service,Support Specialist,High School,0,Other,5415463,Satisfactory,Yes,1984-03-19,,
"00-89047551",Teguh,Irawan,Male,Jawa Barat,Bandung,2023-12-29,Marketing,SEO Specialist,Bachelor,0,Other,12831571,Needs Improvement,No,1997-10-21,,
"00-49529438",Vega,Budiyanto,Male,Jawa Barat,Bogor,2016-11-20,Operations,Logistics Coordinator,Bachelor,14,Jobstreet,6280781,Excellent,No,1992-01-25,,
"00-86884584",Lala,Wijayanti,Female,Jawa Barat,Bogor,2019-03-14,Customer Service,Support Specialist,High School,0,Indeed,4508019,Good,No,1970-05-25,,
"00-34438599",Ulva,Purwanti,Female,Jawa Barat,Bandung,2021-12-07,Customer Service,Customer Service Representative,High School,0,Job Fair,7377621,Satisfactory,No,2001-05-31,,
"00-95851936",Aris,Ardianto,Male,Jakarta,Jakarta Barat,2020-04-25,IT,IT Support Specialist,Bachelor,0,Jobstreet,7187142,Good,No,1976-03-15,,
"00-54448673",Kasim,Sihombing,Male,Jawa Barat,Bekasi,2022-02-11,IT,Software Developer,Master,0,Company Website,16745878,Good,No,1999-10-25,,
"00-52885071",Juli,Puspita,Female,Jawa Barat,Bekasi,2017-06-26,Operations,Logistics Coordinator,Bachelor,0,Jobstreet,8600309,Excellent,No,1969-11-08,,
"00-99929175",Maras,Saputra,Male,Jawa Barat,Bekasi,2021-07-23,Operations,Operations Analyst,Master,0,Job Fair,13127480,Satisfactory,Yes,2003-06-20,,
"00-11529494",Jumadi,Hidayat,Male,Jawa Barat,Bandung,2017-11-27,IT,Software Developer,Master,9,Job Fair,31851288,Good,No,1967-10-21,,
"00-19099261",Ophelia,Yuliarti,Female,Jawa Barat,Bogor,2018-04-16,Customer Service,Customer Service Manager,PhD,0,LinkedIn,21516184,Good,No,1980-05-04,,
"00-10171954",Febi,Halimah,Female,Banten,Cilegon,2015-05-09,Finance,Financial Analyst,Bachelor,0,LinkedIn,21031370,Excellent,No,1988-10-20,,
"00-66324902",Carub,Utama,Male,Banten,Tangerang,2024-06-27,Operations,Logistics Coordinator,Bachelor,0,Company Website,15889964,Good,No,1990-01-22,,
"00-60829941",Septi,Namaga,Female,Jawa Barat,Bandung,2018-10-07,Sales,Sales Specialist,Master,0,LinkedIn,14188561,Good,No,2003-08-26,,
